ISBN           Title                                    Ed  Author(s)                                     Year  Price   
5628623611945  Diving into Computer Principles           4  Frank Null & Frank Quicksilver                2008   70.72
2631025568740  Secure Concepts                           7  Alice Tanenbaum                               2011   87.45
7116599922630  C++ Problems                              9  Charlie O'Reilly                              1995   66.47
0681418771777  Secure Security                           9  Harry Silberschatz                            1992   13.90
7578997976954  C++ Security                              7  Frank Tanenbaum                               2005   14.14
0161075127586  Developing Operating Concepts             8  Gerry Lee                                     1993   69.52
5529624883363  Python Fundamentals                       1  Bob Quicksilver                               2000    9.28
2214955700972  Web Basics                                5  Alice Quicksilver & Harry Patterson           2013   36.46
4366055050462  Hacking Secure Basics                     2  Gerry Miller & Gerry O'Reilly                 2015   86.78
2456480781782  Computer Problems                         3  David Kurose & Gerry Tanenbaum                1998   56.46
8069860284987  Understanding Web Basics                  4  Frank Miller                                  2016   26.31
4277143425537  Computer Systems                          8  Frank Null                                    1994   92.18
6375689429242  Mastering Computer Systems                2  David Miller                                  2011   29.57
4958090576571  Advanced Operating Security               7  David Patterson                               2012   53.69
6746821807076  Database Security                         5  Irene Miller                                  1994    1.45
7583606348844  Diving into Secure Systems                5  Charlie Patterson                             2013   38.73
6817393883607  Developing Computer Basics                1  Jenny Null & Charlie Quicksilver              1995   29.53
